item_id,item_idx,text_clean
twitter15_519311120914722816,433,corporations have sold or spun off 1 6 trillion worth of subsidiaries biz lines this year url url
twitter15_519348106836860929,434,hp confirmed that it s splitting into two companies and cutting 5 000 jobs url hp url
twitter15_519375764165509121,435,viral mexico mass grave discovered after student protesters go missing url url
twitter15_519447199164665856,436,43 missing students a mass grave and a suspect mexico s police url
twitter15_519530210795216896,437,hp confirmed that it s splitting into two companies and cutting 5 000 jobs url hp url
twitter15_519704006826807296,438,stephen collins cops swarm home after suicide report false alarm url
twitter15_519867098945044480,439,someone spray painted a penis on a 2 4 million bugatti veyron url url
twitter15_519868410599993344,440,thumbs up emoji rt @user someone spray painted a penis on a 2 4 million bugatti veyron url url
twitter15_519921456730607616,441,cops swarm 7thheaven star stephen collins home after suicide report url url
twitter15_519929168864497664,442,@user someone spray painted a penis on a 2 4 million bugatti veyron url url legendary
twitter15_519962130859429888,444,the fight against isis starts at our border at least 10 isis have been caught crossing the mexico border build a wall
twitter15_519965814175567872,445,a vandal painted a brilliantly simple penis on a 2 million bugatti veyron url url
twitter15_520132836594970625,446,penis graffiti drawn on 1 5m bugatti veyron url url
twitter15_520244836084228096,447,a penis spray painted on a 2 5 million bugatti was just for a prank video url url
twitter15_520265722967375872,448,kim jong un may have an injured leg but he is still in control of north korea source says url url
twitter15_520284654755381249,449,report amazon plans to open its first physical store in new york url
twitter15_520299904934371328,450,officials took away this halloween decoration after reports of it being a real suicide victim it is still unknown url
twitter15_520338188213444608,451,amazon s physical store in nyc would offer same day delivery pickups and dropoffs url url
twitter15_520630231531802624,452,mexico doubts grow over the fate of 43 missing students as more bodies found in a mass grave url url
twitter15_521098692326350848,453,mexico iguala mass grave bodies not all of missing students guerrero state governor says url url
twitter15_521444489697583104,454,photos proved that terrorists used chemical weapons against the kurds kobanî airdrop2kobane kurdistan isis url
twitter15_521496155310796800,455,move get out dumbass kristen stewart trashes our military defends 9 11 terrorists url tcot url
twitter15_521533372280369152,456,cops swarm 7thheaven star stephen collins home after suicide report url url
twitter15_521663202183348224,457,so ebola was found in hair extensions all my bitches wear weave
twitter15_521717368264093696,458,kristen stewart reality url demented right wing fantasy url
twitter15_521727831307722753,459,someone spray painted a penis on a 2 4 mill bugatti url
twitter15_521769631519092736,460,recall iraqi chem weapons gwb lied about kobani kurds report isis using chem weapons url url
twitter15_521770744855134208,461,isis barbarians are using chemical weapons against kurds in kobane airdrop2kobane كوباني @user un url
twitter15_521772674155286528,462,alarming isis uses chemical weapons against kurds in kobane url savekobane drwidad url
twitter15_521777301470871553,463,isis used chemical weapons in kobani against civilian kurds retweeet to savekobani _ twitterkurds kobane url
twitter15_521788572933062657,464,now kurds are being killed by the chemical weapons of isis what more excuses do you have to not help us kobane url
twitter15_521789009576476673,465,breaking ks patient at risk for ebola in strict isolation at ku med center in kansas city url kwch12
twitter15_521790189715615744,466,stop believing what you see on facebook rt @user so ebola was found in hair extensions all my bitches wear weave
twitter15_521821037726797824,467,breaking patient being tested for ebola in kansas url url
twitter15_521835345059389440,468,north korea media says kim jong un has made appearance after 40 days missing url url
twitter15_521882110789824512,469,meria signs isis is using chemical weapons url url
twitter15_521922785254580225,470,live from kobane border growing concern that isis has been using chemical weapons against kurdish fighters url
twitter15_522321383716818944,471,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan url
twitter15_522443333831262208,472,ok what mt @user photo of passenger at dulles waiting for flight wearing hazmat suit url url
twitter15_522453569702989824,473,passenger wears personal protective equipment ppe for flight at dulles ebola url url
twitter15_522468118082633729,474,christian bale in talks to play steve jobs in danny boyle s jobs written by aaron sorkin url url
twitter15_522534012544638976,475,report christian bale will play steve jobs url url
twitter15_522553662996901888,476,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross url
twitter15_522654603675176960,477,spider burrows through man s appendix scar and crawls under his skin url url
twitter15_522684367647559681,478,isis militants are beheading their own fighters url url
twitter15_522692223952228353,479,passenger waiting for flight at washington airport isn t taking any risks url url
twitter15_522782267215982592,480,a passenger at dulles international airport has been spotted wearing a homemade hazmat suit via @user ebola url
twitter15_522815405451407360,481,a passenger at an african airport no the man in a homemade hazmat suit is flying out of dulles washington ebola url
twitter15_523026678419714048,482,man walks in south american rainforest at night sees spider the size of a small puppy url
twitter15_523123023646175233,484,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram url
twitter15_523123779124600833,485,boko haram ceasefire includes release of 200 bringbackourgirls hostages nigerian government says url
twitter15_523126268603031552,486,the stuff of nightmares this guy ran into a puppy sized spider in a rainforest at night url url
twitter15_523535962962280448,487,currently boycotting walmart sam s on w florissant they donated 10 000 to darren wilson cars are turning around fergusonoctober
twitter15_523545090099523584,488,concerned airport passenger suits up in homemade hazmat before flight url url
twitter15_523555724807262208,489,walmart donates 10 000 to support darren wilson and the on going racist police murders ferguson boycottwalmart url
twitter15_523558773345255424,490,walmart donates 10 000 to support darren wilson but won t give tracy morgan a penny for the accident their company caused boycottwalmart
twitter15_523562674487975937,491,walmart donates 10 000 to darrenwilson fund to continue police racial profiling brutality murder of black ppl url
twitter15_523566838958284801,492,what rt @user walmart donates 10 000 to support darren wilson ferguson boycottwalmart url
twitter15_523581212175392768,493,hello everyone puppy sized spider surprises scientist in rainforest url url
twitter15_523820806917603328,495,researcher @user on his encounter with a goliath birdeater the world s largest spider url url
twitter15_523863683928457216,496,goliath encounter puppy sized spider surprises scientist in rainforest url url
twitter15_523888836456108032,497,scientist discover a puppy sized spider in the rainforest better known as the nope spider url url
twitter15_523939598691741696,498,cool dog mt @user goliath encounter puppy sized spider surprises scientist in rainforest url url
twitter15_523943647449198592,499,now he s a one handed scientist rt @user puppy sized spider surprises scientist in rainforest url
twitter15_524144369235140608,500,graffiti artist banksy arrested in london identity revealed national report national report url
twitter15_524168442841010176,502,no banksy has not been arrested this story is a hoax url url
twitter15_524176293450223616,503,banksy has not been arrested internet falls for hoax report url url
twitter15_524178388282802176,504,no banksy hasn t actually been arrested url url
twitter15_524181699043663872,505,calm down everyone banksy hasn t been arrested banksy url url
twitter15_524185876931162112,506,puppy sized spider surprises scientist in rainforest @user url url
twitter15_524186749002473472,507,breaking news banksy not arrested cover not blown
twitter15_524191650420367360,508,win macy s stops stocking sodastream url bds palestine @user url
twitter15_524206851450486785,509,no banksy has not been arrested url url
twitter15_524211911668543488,510,that old banksy arrested hoax is back don t buy into it url
twitter15_524227209976745984,511,up to 34 million green cards and work permits url
twitter15_524263570985340928,512,goliath encounter puppy sized spider surprises scientist in rainforest @user @user url url
twitter15_524289058290159616,513,he s not arrested but he has been busy new banksy mural appears in bristol url pic banksy url
twitter15_524291188422356993,514,adam we should do a test with this spider adam url url
twitter15_524294016435634178,515,spiders scientist finds puppy sized spider in rainforest sit stay forever url url
twitter15_524312881823637504,516,google south american goliath birdeater helllll noooooo
twitter15_524317344730869760,517,banksy proves he hasn t been arrested puts up new piece in bristol take a look here url url
twitter15_524586367456919552,519,scientist releases this horrifying picture of a puppy sized spider he found in the rainforest url url
twitter15_524593547807178753,520,giant puppy sized spider found in south america said to be world s largest url url
twitter15_524685073979678721,522,meet the south american goliath birdeater a spider the size of a puppy url url
twitter15_524699123971534848,523,we only have one thing to say about that giant goliath birdeater spider url url
twitter15_524757333608394752,524,meet the south american goliath birdeater a spider the size of a puppy url url
twitter15_524881688825167872,525,after speculation that he s been arrested banksy debuts new mural in bristol url url
twitter15_524923293711998976,526,at the war memorial in ottawa a soldier has been shot they are giving him treatment now breaking url
twitter15_524923341359300608,527,uniformed canadian soldier shot at war memorial in ottawa
twitter15_524924619812511746,528,witness tells cbcnews suspected shooter of uniformed soldier at ottawa s war memorial was carrying rifle
twitter15_524925033626738688,529,scene at ottawa war memorial soldier on duty shot url
twitter15_524925124303396864,530,parliament hill in lockdown after soldier shot at ottawa s war memorial just south of east block
twitter15_524925600318754816,531,the scene at the war memorial in ottawa url url
twitter15_524925730053181440,532,shooter still on loose after uniformed soldier shot at ottawa s war memorial across road from parliament mp s being taken out of offices
twitter15_524926472432410625,533,one person shot outside centre block a second wounded inside the building in parliament hill shooting url
twitter15_524927281048080385,534,snipers set up on national art gallery as we remain barricaded in centre block on parliament hill cdnpoli url
twitter15_524928119955013632,535,police say they have located car belonging to suspect in ottawa shooting uniformed soldier shot at war memorial condition unknown
twitter15_524928878075457536,536,soldier shot at national war memorial in ottawa url url
twitter15_524929106987991040,537,breaking soldier shot at war memorial in ottawa hill on lockdown shooter at large url ottnews
twitter15_524929497205055488,538,canada s parliament hill is on lockdown as police hunt shooting suspect at least 1 injured @user @user url
twitter15_524929796862918656,539,soldier shot at national war memorial in ottawa url url
twitter15_524930365400821761,540,1 shot at war memorial in canada s capital url
twitter15_524930671220105216,541,developing news soldier shot at war memorial watch cbc nn for coverage or follow online url url
twitter15_524932056560963584,542,breaking at least 20 shots have been fired in the canadian parliament in ottawa according to witnesses
twitter15_524933380929245184,543,developing story shots fired on parliament hill soldier shot at war memorial url ottawa url
twitter15_524934138563133440,544,breaking news cbs reports multiple suspects at large after more than 30 shots fired at canadian parliament url
twitter15_524935246647926784,545,shots were fired at canada s national war memorial in ottawa and a ceremonial guard was shot police say url
twitter15_524935769614331904,546,update reports of gunfire inside the halls of the canadian parliament building in ottawa url
twitter15_524937542131793920,547,we are in full lock down until further notice from ottawa police
twitter15_524940659778920448,548,attack on parliament soldier shot gunman on the loose follow our developing story url url
twitter15_524941041301225472,549,a canadian soldier has been shot at the country s national war memorial near parliament url url
twitter15_524941504796962816,550,breaking news photo gallery parliament hill attacked soldier shot at national war memorial url url
twitter15_524944881941495809,551,update attacker shot dead in parliament after soldier shot at war memorial url ottawashooting url
twitter15_524946179390701568,552,latest update attacker shot dead in parliament after soldier shot at national war memorial url url
twitter15_524947149134774272,553,updated attacker shot dead in parliament after soldier shot at national war memorial url cbcott ottnews
twitter15_524948703850029056,554,breaking news ottawa police confirm at least 3 separate shooting sites and multiple suspects url
twitter15_524949828711620608,555,update one shooter possibly on the loose in ottawa amid reports of shootings in the city url
twitter15_524950264303075328,556,canada parliament shooting still active shooter 3 separate shooting sites multiple gunmen 1 gunmen dead url
twitter15_524950339074523137,557,dramatic photos from @user on the scene in ottawa url url
twitter15_524950507023245313,558,listen to our live special coverage of parliament hill shooting here url url
twitter15_524951893467234304,559,cxn 1 gunman shot dead in parliament hill attack soldier shot in ottawa url no report soldier dead ottawashooting
twitter15_524952094986350592,560,our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa ableg cdnpoli
twitter15_524958128392376320,561,ottawa police confirm that there were multiple suspects in the shooting saying there were possibly 3 shooters url
twitter15_524958992330522624,562,police bystanders and soldiers rushed in to help after the memorial shooting in ottawa url url
twitter15_524959836778536961,563,update ottawa police confirm gunman in canada shooting shot and killed search on for possible additional gunmen url
twitter15_524961721744900097,564,canadian soldier who was shot at ottawa s war memorial is a reservist serving with the argyll and sutherland highlanders in hamilton ont
twitter15_524961908903149568,565,2 new victims en route to ottawa hospital 1 shot both non life threatening hospital says @user @user url
twitter15_524962676665888769,566,update most of downtown ottawa is in lockdown police say url
twitter15_524965786059026432,567,breaking news one soldier has died after ottawa shooting suspect s still at large url
twitter15_524967711492014080,568,canada parliament shooting active shooter 3 separate shooting sites 3 injd multiple gunmen 1 soldier dead url
twitter15_524970097711267841,569,conservative caucas informed soldier shot at war memorial in ottawa this morning has died a sad development on a shocking day
twitter15_524970851675176960,570,canada s parliament building locked down after shooting at least one guard injured url photo ap url
twitter15_524972443308683264,571,statement from ottawa hospital received 3 patients 2 in stable condition url
twitter15_524976106861236226,572,man who saw gunman shoot canadian soldier at war memorial says shooter raised his arms in triumph url
twitter15_524976526891417600,573,the canadian soldier shot at the war memorial in ottawa has died according to two members of parliament live blog url
twitter15_524976963862429697,574,the canadian soldier shot at the war memorial has died officials reported url ottawashooting url
twitter15_524976980799000578,575,breaking news ottawa police confirm to abc news they are looking for 3 suspects one has been dealt with url
twitter15_524977992683237376,576,shooting investigation going on for more than 3 hours much of downtown ottawa still in lockdown url cbcott ottnews
twitter15_524979548195024898,577,surreal photos out of ottawa this is a vip being escorted on sparks street url url
twitter15_524981436252950528,578,canadian authorities have given name of suspect in ottawa attacks to u s feds ask for fbi assistance sr u s law enforcement official
twitter15_524983325275197440,579,rcmp news conference on ottawa shootings expected to begin momentarily watch live @ url
twitter15_524987184836005889,580,the rcmp and ottawa police news conference is beginning now watch live url cbcott ottnews
twitter15_524988712367955970,581,more canadian soldier shot at war memorial has died one of three suspected gunmen also dead police say url
twitter15_524991067675189250,582,update parliament hill attack soldier dies of injuries gunman shot dead url ottawashooting url
twitter15_524991240270807042,583,police in ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial
twitter15_524993533212897281,584,fbi assisting in the case of the ottawa shooting sources have confirmed to ctv news
twitter15_524998384357486592,585,canadian government offices are locked down in ottawa after an armed attack url url
twitter15_525005886272843776,586,kevin vickers hailed as hero who took down attacker at parliament hill url cbcott ottnews url
twitter15_525008463819464704,587,meet kevin vickers the hero who shot down the parliament hill gunman ottawashooting url url
twitter15_525009850104037376,588,kevinvickers hailed as hero who took down attacker at parliament hill url ottawashooting url
twitter15_525024066152169473,589,corporal nathan cirillo shot dead at ottawa war memorial today was 24 reservist was member of argyll and sutherland highlanders cdnpoli
twitter15_525024181218725888,590,cpl nathan cirillo 24 identified as the soldier who was shot killed at the war memorial today cbcott ottnews url
twitter15_525024518713397249,591,twenty four year old cpl nathan cirillo was shot dead today at the war memorial in ottawa cdnpoli ottawashooting url
twitter15_525029684095221760,592,soldier killed at war memorial identified as cpl nathan cirillo url url
twitter15_525032872647065600,593,breaking michael zehaf bebeau had been designated high risk traveller by cdn govt which confiscated his passport url
twitter15_525033697045925888,594,ottawa shooting how events unfolded first shots fired at 9 52 a m at the war memorial url url
twitter15_525039784503541760,595,cpl nathan cirillo pictured on the left minutes before he was shot at the war memorial today cbcott ottnews url
twitter15_525040767317082113,596,more ottawa shootings suspect identified as michael zehaf bibeau 32 unclear if there are other shooters url
twitter15_525040836757958657,597,this photo was taken by a tourist at the national war memorial shortly before nathan cirillo was shot and killed url
twitter15_525041127343550464,598,this photo was taken by a tourist at the national war memorial shortly before nathan cirillo was shot and killed url
twitter15_525043936331857923,599,this photo was taken by a tourist at the national war memorial shortly before nathan cirillo was shot and killed url
twitter15_525077806401994754,600,prime minister harper on ottawa attack we will not be intimidated canada will never be intimidated live video url
twitter15_525088864416043008,601,it was a long dark day in ottawa a timeline of the attack url ottawashooting url
twitter15_525116411887513602,602,canadian cpl nathan cirillo killed by gunman while guarding canada s national war memorial url url
twitter15_525134787778850818,603,meet the south american goliath birdeater a spider the size of a puppy url url
twitter15_525285199530455040,604,man cut off penis and threw it in bin after girlfriend dumped him over small manhood url url
twitter15_525291306000846848,605,this cartoon is the perfect tribute to nathan cirillo ottawashooting url url
twitter15_525300042207612928,606,pictured kevin vickers moments after shooting dead canadian parliament attacker url url
twitter15_525301290218553344,607,hero kevin vickers moments after shooting dead canadian parliament attacker url url
twitter15_525305690257379328,608,a touching tribute to a fallen soldier url url
twitter15_525327108520673281,609,video hero sergeant at arms kevin vickers returns to parliament and an incredible welcome url url
twitter15_525408908484280321,610,dogs of canadian reservist killed at national war memorial wait for him to return home url url
twitter15_525411618231169025,611,photo dogs of canadian reservist killed at national war memorial wait for him to return home url url
twitter15_526459255147491328,613,judd nelson didn t die last night he sent us this photo to debunk the rumor url url
twitter15_526757033186697216,614,female peshmerga warrior rehana credited with killing 100 isis scumbags reportedly captured beheaded rip url
twitter15_527131140721623040,615,poster girl for kobane resistance reportedly beheaded sickening url rehana kobane url
twitter15_527138218505175040,616,pope francis again appears to suggest progress but just makes false claims as his religious belief requires of him url
twitter15_527162170531151872,617,a puppy sized spider was found in south america and is now known as the south american goliath birdeater url
twitter15_527272948680622080,618,update police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting cnn
twitter15_527286846347567104,619,former baseball slugger jose canseco accidentally shot himself in the left hand police say url
twitter15_527295015643394048,620,jose canseco accidentally shot himself in the hand at his las vegas home url url
twitter15_527308173112139776,621,matt taibbi has left first look media sorry to see him go a great talent and we wish him well url
twitter15_527947775905103872,622,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale url url
twitter15_528237933661544448,623,fanged deer pops up in afghanistan 60 years after its last appearance url url
twitter15_528240834660298753,624,wow obama disses stay at home moms that s not a choice we want americans to make url
twitter15_528242965915779072,625,officials took away this halloween decoration after reports of it being a real suicide victim 2003 url
twitter15_528312406498635777,626,fanged deer pops up in afghanistan 60 years after its last appearance url url
twitter15_528341588867416064,627,who is we obama says being a stay at home mom not a choice we want americans to make url
twitter15_528357165677817856,628,afghanistan has been through a lot you know what it needs now deer with fangs god url url
twitter15_528389559441444864,629,obama says america doesn t want any stay at home moms enough is enough fireobama now url url
twitter15_528495998537334785,630,after an absence of 65 years the afghan fanged deer has returned url url
twitter15_528562608463704064,631,fanged deer pops up in afghanistan 60 years after its last appearance url url
twitter15_528607634099015680,632,animaloftheday the first afghan fanged deer was seen in more than 60 years url url
twitter15_528676615207653376,633,fanged deer spotted in afghanistan for the first time in 65 years url url
twitter15_528822281972498432,634,fanged deer spotted in afghanistan for the first time in 65yrs url rt @user mt @user cc url
twitter15_528976109518721024,635,obama declares stay at home moms aren t worth a hill of beans says it s a choice we don t want americans to url
twitter15_529088963420909569,636,seriously i must be doing good in life more fake fluffydied shit popping up url
twitter15_529434230938284032,637,vampire bambi rare fanged deer confirmed in afghanistan after 60 years url url
twitter15_529747368087126019,638,wth michelle obama tells black ppl they can go eat fried chicken after they vote just when u thought she could not be more ghetto
twitter15_529857740059860992,639,dear president obama it looks like stay at home moms vote too
twitter15_530017051025604609,640,breaking huge explosion of an oil pipeline belonging to @user near sudair saudiarabia url
twitter15_530943279161155584,641,the end is nigh pepsi is testing doritos flavored mountain dew yes for real url
twitter15_531085761521528834,642,good sweet lord pepsi is actually testing a doritos flavored mountain dew url url
twitter15_531108688749404160,643,news that home alone star macauley culkin is dead has been confirmed as a hoax he is alive well macauleyculkin url
twitter15_531129816389779456,644,doritos flavored mountain dew is a real thing url url
twitter15_531131094276382720,645,reports indicate isis leader abu bakr al baghdadi has been injured in a us air strike syria iraq
twitter15_531161914689482752,646,confirmed pepsico is making a doritos flavored mountain dew called dewitos url url
twitter15_531183173443801088,647,i don t want to live on this planet anymore rt @user pepsi is making a doritos flavored mountain dew dewitos url
twitter15_531193369465470976,648,breaking isis leader al baghdadi critically wounded after coalition airstrikes near mosul url url
twitter15_531206167302012929,649,holy shit doritos flavored mountain dew all is lost abandon all hope
twitter15_531287426858487808,650,feel good story u s airstrikes hit isis leader terror group chief critically wounded url url
twitter15_531300385248800768,651,the head of isis abu bakr al baghdadi is said to have been critically wounded in a us air strike url
twitter15_531493734358061056,652,breaking news isis terror group confirmed its leader abu bakr al baghdadi has been injured in a us air strike yesterday channel 2
twitter15_531498841158082562,653,isis confirms leader al baghdadi wounded in u s airstrike url url
twitter15_531524882325311488,654,ap iraqi officials say u s airstrikes have wounded the leader of the islamic state militant group abu bakr al baghdadi
twitter15_531525016794697729,655,more officials say they do not know the extent of al baghdadi s apparent injuries url
twitter15_531526274003771392,656,2 iraqi officials and state tv say airstrike wounds islamic state group leader al baghdadi @user url
twitter15_531530591427391488,657,iraqi officials say isis leader wounded in airstrike url
twitter15_531531382611513344,658,breaking news iraqi state tv confirms isis group leader al baghdadi wounded in airstrike url url
twitter15_531543620856197121,659,islamic state leader al baghdadi wounded in airstrikes iraqi officials say url isis url
twitter15_531565935128498176,660,hey it looks like oh rt @user photo of vladimir putin s motorcade posted without comment url
twitter15_531606992788287489,662,pentagon officials skeptical over iraqi claims of wounded islamic state leader url isis url
twitter15_531607884220485632,663,apec photo of the day rt @user photo of vladimir putin s motorcade posted without comment url
twitter15_531634492528939008,664,pepsi is currently taste testing doritos flavored mountrain dew would you try it url url
twitter15_531648145613398016,665,making my own doritos flavored mountain dew url
twitter15_531659884430106624,666,in new york city marijuana may mean ticket not arrest url
twitter15_531676808836833280,667,francis teaches you how to make your own doritos flavored mountain dew watch url then share url
twitter15_531733274968989696,668,reports that is leader abu bakr al baghdadi was wounded in a coalition air strike are unconfirmed us defense sec john kirby r4today
twitter15_531833153145823233,669,just your monday reminder that doritos flavored mountain dew exists url url
twitter15_531833233143783424,670,no vladimir putin has not been driving round in a motorcade shaped like a penis url url
twitter15_531900034863091712,671,rt @user @user vladimir putin s motorcade looks suspiciously like a massive url url
twitter15_531973383198887936,672,the manager at a chick fil a made a list of words his employees are no longer allowed to say url url
twitter15_532007252677656576,673,dead at this list of banned slang by chick fil a manager url
twitter15_532106726539939841,674,vladimir putin s motorcade as seen from the air url url
twitter15_532197572698320896,675,sugarhill gang s big bank hank dies dead at 57 from cancer url
twitter15_532199717594497024,676,no baes allowed a chick fil a manager bans 22 hip words url url
twitter15_532203605236154368,677,rest in peace big bank hank of sugarhill gang dead at 57 url url
twitter15_532206910796468224,678,a chick fil a manager allegedly banned this hilarious list of slang words url url
twitter15_532208816692416512,679,a chick fil a manager allegedly banned the words bae fleek and ratchet at work url
twitter15_532231906364911616,680,the sugarhill gang s big bank hank has died at 57 url url
twitter15_532239131540467712,681,employees at a chick fil a said to be banned from using slang such as bae bruh ratchet url url
twitter15_532246457609244672,682,vladimir putin s motorcade as seen from the air url url
twitter15_532255606623989760,683,dointoomuch rt @user @user a chick fil a manager banned slang at his location url url
twitter15_532259028152246272,684,chick fil a manager reportedly bans list of unprofessional words internet erupts url url
twitter15_532275347413544961,685,sugarhill gang s big bank hank dies at 57 url url
twitter15_532275383430041600,686,sugarhill gang s big bank hank dies at 57 from cancer url url
twitter15_532276370953752576,687,big bank hank of the sugarhill gang famous for the 1979 hit rappers delight dead at 57 url url
twitter15_532276693931945984,688,sugarhill gang rapper big bank hank has died at the age of 57 read about his legacy and contribution to hip hop url
twitter15_532281981795848192,689,manager bans teen slang from work including chill adds stop accusing people of having ebola url url
twitter15_532284428542681088,690,no vladimir putin did not travel in a phallic motorcade formation url url
twitter15_532284831783460864,691,irritated chick fil a manager makes a list of teen slang his employees are forbidden to use url url
twitter15_532297096356167680,692,so sad to learn big bank hank has passed away the sugarhill gang rapper was 57 url url
twitter15_532319110458118144,693,employee says manager bans slang at chick fil a url url
twitter15_532928419051622400,697,islamic state releases audio it says is of leader abu bakr al baghdadi days after reports he was killed or injured url
twitter15_533734824905670656,698,breaking news isis executioner jihadi john reportedly wounded in air strike big scoop in tomorrow s mos url
twitter15_533767270091087872,699,isis executioner jihadi john reported wounded in air strike url url
twitter15_533811170889568256,700,uk jihadi john is wounded in us airstrike on secret bunker meeting of isis high command url url
twitter15_534205316620382208,701,disease spread by bugs that bite your face as you sleep is found in the us url url
twitter15_534278078105944064,702,we are running out of chocolate warns world s largest chocolate manufacturer url url
twitter15_534303066867367937,703,we are running out of chocolate warns world s largest chocolate manufacturer url url
twitter15_534337548680978432,704,we are running out of chocolate warns world s largest chocolate manufacturer url url
twitter15_534364937939062784,705,we are running out of chocolate warns world s largest chocolate manufacturer url url
twitter15_534392174876839936,706,we are running out of chocolate warns world s largest chocolate manufacturer url url
twitter15_534409916560461825,707,a world without chocolate two of the world s biggest chocolate makers could face a shortage url url
twitter15_534445263528947712,708,missouri governor declares state of emergency ahead of grand jury url
twitter15_534543768653807618,710,wtf community agitator obama secretly met w ferguson activists told them to stay on course url url
twitter15_534678919656775680,711,the world is running out of chocolate world s largest chocolate manufacturer warns url url
twitter15_534763214106820608,712,the world is running out of chocolate world s largest chocolate manufacturer warns url url
twitter15_535148463609356288,713,this russian kid got zapped by a faulty electrical wire and now he s a real life magneto url url
twitter15_535252460148113409,714,raven symone blasts bill cosby rape story url url
twitter15_535257207991205888,715,russian boy shocked by electricity now claims he has superpowers like magneto url url
twitter15_535282587325833216,716,fuck you in advance to writers sites late night show hosts etc who will makes jokes about michael phelps girlfriend being intersex
twitter15_535315394127728641,717,raven symone blasts bill cosby rape story url url
twitter15_535474861616148480,718,breaking fsu shooter identified as myron may a lawyer who graduated from fsu before attending texas tech s law school fsushooting
twitter15_535474881090322432,719,more a law enforcement official says the shooter was myron may who graduated from florida state url
twitter15_535484342785830912,720,magneto boy v science adult we pit a magnetic russian child against a grown up scientist url url
twitter15_535507913226190849,721,if you need to get your data down under our melbourne data center will make an aussie out of you yet url
twitter15_535579674152148992,722,fact florida state university shooter s last facebook status was bible verse matthew 5 3 imagine if it was quran url
twitter15_536105045545472000,723,a letter from @user in the 1970s boxed in with the toys via @user @user gender equality url
twitter15_536504515843727361,724,this letter to parents from a 1970s lego set is years ahead of its time url url
twitter15_536547921542791170,726,lego letter from the 1970s still offers a powerful message to parents 40 years later url url
twitter15_536558567206420480,727,lego letter from the 1970s still offers a powerful message to parents 40 years later url url
twitter15_536738726693847041,728,legendary egalitarian 1970s letter from lego to parents url
twitter15_536804445678755840,729,lego letter from the 1970s still offers a powerful message to parents 40 years later url url
twitter15_536808074431184896,730,another letter to parents included in 1970s lego sets url url
twitter15_536826622725218304,731,that powerful lego letter to parents from the 1970s it s real url url
twitter15_536827853669941248,732,lego letter from the 1970s still offers a powerful message to parents 40 years later url url
twitter15_536835346932441088,733,that powerful lego letter to parents about gender and creativity it s real url url
twitter15_536849906997415936,734,this lego letter from the 1970s still offers a powerful message to parents 40 years later url url
twitter15_536871550184869888,735,that powerful letter from lego to parents from the 1970s it s real url url
twitter15_536915851233202176,736,afghan woman kills 25 taliban rebels to avenge her son s murder url url
twitter15_536962520477470720,737,that powerful letter from lego to parents from the 1970s it s real url url
twitter15_536991428694376448,738,another letter to parents included in 1970s lego sets url url
twitter15_537006518118273025,739,that powerful 40 year old letter from lego to parents it s real url url
twitter15_537355288295518210,740,darren wilson got 500k from abc for interview plus 500k for donations he is a killer millionaire literally
twitter15_537377960471166976,741,y all i just read that abc paid darren wilson 500k for the interview destroying black life remains a lucrative american career ferguson
twitter15_537378640653475841,742,darren wilson was paid 500 000 for his abc interview and so the hands of racism and capitalism continue to wash one another
twitter15_537484793882361856,743,my kinda muslim women afghan mother daughter and daughter in law team kills 25 taliban to avenge her son s murder url
twitter15_537913349338435584,744,this young woman was shot with a nerf bullet by a ferguson police officer she lost her eye url
twitter15_537976883150077952,745,mother s revenge afghan woman kills 25 taliban militants after son shot dead url url
twitter15_538010064591028224,746,mother s revenge afghan woman kills 25 taliban militants after son shot dead url url
twitter15_538129041539092480,747,and @user please tweet saying that you did not pay or compensate darren wilson for the interview in any way we re waiting ferguson
twitter15_538133250066366464,748,don t underestimate women an afghan woman called reza gul killed 25 taliban in a 7 hour gun battle url
twitter15_538137715293061120,749,afghan woman kills 25 taliban militants after son shot dead url url
twitter15_538166788484509696,750,canadian mayor tells muslim to pound pork refuses to remove pork from school canteen url url
twitter15_538193964479045633,751,afghan woman kills 25 taliban militants after son shot dead url bravo url v @user
twitter15_538218607822770176,752,a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in ferguson url
twitter15_538346377794031618,754,who got violent pregnant woman shot by ferguson cop while sitting in car tuesday loses eye url url
twitter15_538374385665449985,755,pregnant ferguson woman blind after being shot in face by police bean bag url video url
twitter15_538408710084001793,756,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson url url
twitter15_538412662858588160,757,mike brown murder trial witness deandrejoshua fatally shot set on fire after verdict deandrejoshua url
twitter15_538724882461097986,758,hey @user why won t you tweet a statement saying that you did not pay or compensate darren wilson for the interview why silent ferguson
twitter15_538729383662338049,759,if darren wilson was paid by @user it would be a painful reminder that destroying black life remains profitable in america ferguson
twitter15_538760398003253248,760,karma ferguson protestor accidentally burns down own house url @user @user tcot url
